Person Number,Element Name,Effective Start Date,Effective End Date,Input Value Name,Pension opt out date
1295,Alpha Pension Scheme,04/02/2019,31/10/2019,Enrolment Date,
1296,Alpha Pension Scheme,04/02/2019,30/11/2019,Enrolment Date,
1297,Alpha Pension Scheme,04/02/2019,31/07/2019,Enrolment Date,
1298,Alpha Pension Scheme,25/02/2019,31/05/2022,Enrolment Date,
1299,Alpha Pension Scheme,11/02/2019,31/03/2021,Enrolment Date,
1300,Alpha Pension Scheme,04/02/2019,31/08/2020,Enrolment Date,
1301,Alpha Pension Scheme,04/02/2019,31/10/2022,Enrolment Date,
1302,Alpha Pension Scheme,01/03/2019,30/09/2019,Enrolment Date,
1303,Alpha Pension Scheme,19/02/2019,31/08/2019,Enrolment Date,
1304,Alpha Pension Scheme,04/03/2019,31/08/2019,Enrolment Date,
1305,Alpha Pension Scheme,04/03/2019,31/08/2020,Enrolment Date,
1306,Alpha Pension Scheme,04/03/2019,31/07/2019,Enrolment Date,
1307,Alpha Pension Scheme,04/03/2019,31/01/2022,Enrolment Date,
1308,Alpha Pension Scheme,04/03/2019,31/07/2019,Enrolment Date,
1309,Alpha Pension Scheme,01/03/2019,31/03/2020,Enrolment Date,
1310,Alpha Pension Scheme,04/03/2019,31/05/2022,Enrolment Date,
1311,Alpha Pension Scheme,04/03/2019,31/10/2022,Enrolment Date,
1312,Alpha Pension Scheme,04/03/2019,30/11/2020,Enrolment Date,
1314,Alpha Pension Scheme,01/03/2019,30/09/2020,Enrolment Date,
1315,Alpha Pension Scheme,04/03/2019,31/12/2020,Enrolment Date,
1316,Alpha Pension Scheme,04/03/2019,31/10/2020,Enrolment Date,
1317,Alpha Pension Scheme,04/03/2019,30/11/2019,Enrolment Date,
1318,Alpha Pension Scheme,04/03/2019,31/10/2022,Enrolment Date,
1319,Alpha Pension Scheme,04/03/2019,31/08/2019,Enrolment Date,
1320,Alpha Pension Scheme,04/03/2019,31/12/2019,Enrolment Date,
1321,Alpha Pension Scheme,04/03/2019,30/09/2022,Enrolment Date,
1322,Alpha Pension Scheme,04/03/2019,31/03/2019,Enrolment Date,
1323,Alpha Pension Scheme,04/03/2019,31/12/2019,Enrolment Date,
1324,Alpha Pension Scheme,01/04/2019,31/08/2019,Enrolment Date,
1325,Alpha Pension Scheme,01/04/2019,31/10/2021,Enrolment Date,
1326,Alpha Pension Scheme,24/04/2019,31/10/2022,Enrolment Date,
1327,Alpha Pension Scheme,01/05/2019,31/08/2022,Enrolment Date,
1328,Alpha Pension Scheme,01/05/2019,31/10/2022,Enrolment Date,
1329,Alpha Pension Scheme,01/05/2019,31/08/2021,Enrolment Date,
1330,Alpha Pension Scheme,01/05/2019,30/09/2020,Enrolment Date,
1331,Alpha Pension Scheme,01/05/2019,30/09/2019,Enrolment Date,
1332,Alpha Pension Scheme,01/05/2019,30/06/2019,Enrolment Date,
1333,Alpha Pension Scheme,01/05/2019,31/08/2022,Enrolment Date,
1334,Alpha Pension Scheme,01/05/2019,30/11/2020,Enrolment Date,
1335,Alpha Pension Scheme,01/05/2019,30/09/2019,Enrolment Date,
1336,Alpha Pension Scheme,01/05/2019,31/10/2022,Enrolment Date,
1337,Alpha Pension Scheme,01/05/2019,31/08/2019,Enrolment Date,
1338,Alpha Pension Scheme,22/05/2019,30/06/2019,Enrolment Date,
1339,Alpha Pension Scheme,01/05/2019,31/08/2021,Enrolment Date,
1340,Alpha Pension Scheme,01/05/2022,31/05/2022,Enrolment Date,
1341,Alpha Pension Scheme,01/05/2019,31/10/2022,Enrolment Date,
1342,Alpha Pension Scheme,01/05/2019,30/11/2021,Enrolment Date,
1343,Alpha Pension Scheme,01/05/2019,30/04/2021,Enrolment Date,
1344,Alpha Pension Scheme,01/05/2019,31/07/2020,Enrolment Date,
1345,Alpha Pension Scheme,01/05/2019,31/01/2020,Enrolment Date,
1346,Alpha Pension Scheme,01/05/2019,31/05/2022,Enrolment Date,
1347,Alpha Pension Scheme,01/05/2019,31/08/2019,Enrolment Date,
1348,Alpha Pension Scheme,01/05/2019,30/06/2022,Enrolment Date,
1349,Alpha Pension Scheme,01/05/2019,30/06/2020,Enrolment Date,
1350,Alpha Pension Scheme,01/05/2019,31/10/2019,Enrolment Date,
1351,Alpha Pension Scheme,01/05/2019,30/11/2021,Enrolment Date,
1352,Alpha Pension Scheme,28/05/2019,31/12/2021,Enrolment Date,
1353,Alpha Pension Scheme,03/06/2019,31/03/2022,Enrolment Date,
1354,Alpha Pension Scheme,03/06/2019,31/05/2022,Enrolment Date,
1355,Alpha Pension Scheme,07/05/2019,31/10/2022,Enrolment Date,
1356,Alpha Pension Scheme,17/06/2019,31/10/2022,Enrolment Date,
1357,Alpha Pension Scheme,03/06/2019,31/05/2022,Enrolment Date,
1358,Alpha Pension Scheme,03/06/2019,31/01/2022,Enrolment Date,
1359,Alpha Pension Scheme,03/06/2019,31/01/2022,Enrolment Date,
1360,Alpha Pension Scheme,10/06/2019,31/08/2022,Enrolment Date,
1361,Alpha Pension Scheme,10/07/2019,31/07/2020,Enrolment Date,
1362,Alpha Pension Scheme,01/07/2019,31/07/2022,Enrolment Date,
1363,Alpha Pension Scheme,01/07/2019,30/11/2020,Enrolment Date,
1364,Alpha Pension Scheme,01/07/2019,31/08/2020,Enrolment Date,
1365,Alpha Pension Scheme,01/07/2019,30/09/2020,Enrolment Date,
1366,Alpha Pension Scheme,01/07/2019,31/01/2020,Enrolment Date,
1367,Alpha Pension Scheme,01/07/2019,31/10/2020,Enrolment Date,
1368,Alpha Pension Scheme,01/07/2019,31/10/2022,Enrolment Date,
1369,Alpha Pension Scheme,02/09/2019,28/02/2021,Enrolment Date,
1370,Alpha Pension Scheme,02/09/2019,30/09/2022,Enrolment Date,
1371,Alpha Pension Scheme,02/09/2019,28/02/2022,Enrolment Date,
1372,Alpha Pension Scheme,30/07/2019,31/10/2022,Enrolment Date,
1373,Alpha Pension Scheme,02/09/2019,31/07/2022,Enrolment Date,
1374,Alpha Pension Scheme,05/08/2019,31/08/2020,Enrolment Date,
1375,Alpha Pension Scheme,02/09/2019,31/12/2020,Enrolment Date,
1376,Alpha Pension Scheme,02/09/2019,31/10/2022,Enrolment Date,
1377,Alpha Pension Scheme,02/09/2019,31/10/2020,Enrolment Date,
1378,Alpha Pension Scheme,10/09/2019,30/11/2019,Enrolment Date,
1379,Alpha Pension Scheme,09/09/2019,30/09/2019,Enrolment Date,
1380,Alpha Pension Scheme,10/09/2019,30/09/2019,Enrolment Date,
1381,Alpha Pension Scheme,10/09/2019,31/08/2020,Enrolment Date,
1382,Nuvos Civil Servant Pension,03/09/2019,29/02/2020,Enrolment Date,
1383,Alpha Pension Scheme,16/09/2019,31/12/2021,Enrolment Date,
1384,Alpha Pension Scheme,02/01/2020,31/08/2021,Enrolment Date,
1385,Alpha Pension Scheme,07/10/2019,30/04/2021,Enrolment Date,
1386,Alpha Pension Scheme,30/09/2019,31/08/2021,Enrolment Date,
1387,Nuvos Civil Servant Pension,23/09/2019,30/11/2019,Enrolment Date,
1388,Alpha Pension Scheme,01/10/2019,30/04/2021,Enrolment Date,
1389,Nuvos Civil Servant Pension,01/10/2019,30/09/2021,Enrolment Date,
1390,Alpha Pension Scheme,07/10/2019,30/11/2019,Enrolment Date,
1391,Alpha Pension Scheme,21/10/2019,31/12/2019,Enrolment Date,
1392,Alpha Pension Scheme,28/10/2019,30/11/2020,Enrolment Date,
1393,Alpha Pension Scheme,01/11/2019,30/09/2021,Enrolment Date,
1394,Alpha Pension Scheme,04/11/2019,31/10/2022,Enrolment Date,
1395,Alpha Pension Scheme,04/11/2019,31/10/2022,Enrolment Date,
1396,Alpha Pension Scheme,11/11/2019,30/09/2021,Enrolment Date,
1397,Alpha Pension Scheme,11/11/2019,31/01/2021,Enrolment Date,
1398,Nuvos Civil Servant Pension,04/11/2019,31/05/2020,Enrolment Date,
1399,Alpha Pension Scheme,16/12/2019,30/06/2022,Enrolment Date,
1400,Alpha Pension Scheme,18/11/2019,30/11/2020,Enrolment Date,
1402,Alpha Pension Scheme,25/11/2019,28/02/2022,Enrolment Date,
1403,Alpha Pension Scheme,25/11/2019,31/03/2022,Enrolment Date,
1404,Alpha Pension Scheme,12/12/2019,31/10/2022,Enrolment Date,
1405,Alpha Pension Scheme,13/01/2020,30/06/2020,Enrolment Date,
1406,Alpha Pension Scheme,13/01/2020,31/12/2020,Enrolment Date,
1407,Alpha Pension Scheme,07/01/2020,30/06/2020,Enrolment Date,
1408,L&G Defined Contribution Pension,06/01/2020,31/08/2020,Enrolment Date,
1409,Alpha Pension Scheme,03/02/2020,31/10/2020,Enrolment Date,
1410,Alpha Pension Scheme,03/02/2020,30/11/2020,Enrolment Date,
1411,Alpha Pension Scheme,13/01/2020,31/03/2020,Enrolment Date,
1412,Alpha Pension Scheme,03/02/2020,31/10/2022,Enrolment Date,
1413,Alpha Pension Scheme,03/02/2020,31/03/2022,Enrolment Date,
1414,Alpha Pension Scheme,03/02/2020,31/10/2022,Enrolment Date,
1415,Alpha Pension Scheme,03/02/2020,31/03/2022,Enrolment Date,
1416,Alpha Pension Scheme,17/02/2020,31/10/2020,Enrolment Date,
1417,Alpha Pension Scheme,24/02/2020,30/09/2022,Enrolment Date,
1418,Alpha Pension Scheme,24/02/2020,31/08/2021,Enrolment Date,
1419,Alpha Pension Scheme,24/02/2020,28/02/2021,Enrolment Date,
1420,Alpha Pension Scheme,24/02/2020,31/08/2021,Enrolment Date,
1421,Alpha Pension Scheme,17/02/2020,31/10/2022,Enrolment Date,
1422,Alpha Pension Scheme,24/02/2020,31/10/2022,Enrolment Date,
1423,Alpha Pension Scheme,24/02/2020,31/10/2022,Enrolment Date,
1424,Alpha Pension Scheme,24/02/2020,31/10/2022,Enrolment Date,
1426,Alpha Pension Scheme,06/04/2020,31/10/2022,Enrolment Date,
1427,Classic Civil Servant Pension,06/04/2020,31/08/2021,Enrolment Date,
1428,Alpha Pension Scheme,06/04/2020,30/11/2021,Enrolment Date,
1429,Alpha Pension Scheme,06/04/2020,31/01/2022,Enrolment Date,
1430,Alpha Pension Scheme,06/04/2020,31/07/2022,Enrolment Date,
1431,Alpha Pension Scheme,06/04/2020,30/09/2022,Enrolment Date,
1432,Alpha Pension Scheme,04/05/2020,30/04/2021,Enrolment Date,
1433,Alpha Pension Scheme,27/04/2020,31/05/2020,Enrolment Date,
1434,Alpha Pension Scheme,27/04/2020,30/11/2021,Enrolment Date,
1435,Alpha Pension Scheme,27/04/2020,31/01/2021,Enrolment Date,
1436,Alpha Pension Scheme,27/04/2020,30/09/2020,Enrolment Date,
1437,Alpha Pension Scheme,06/04/2020,30/09/2020,Enrolment Date,
1438,Alpha Pension Scheme,06/04/2020,30/06/2021,Enrolment Date,
1439,Alpha Pension Scheme,27/04/2020,31/10/2022,Enrolment Date,
1440,Alpha Pension Scheme,27/04/2020,31/08/2021,Enrolment Date,
1441,Alpha Pension Scheme,27/04/2020,31/10/2022,Enrolment Date,
1442,Alpha Pension Scheme,27/04/2020,31/01/2022,Enrolment Date,
1443,Alpha Pension Scheme,27/04/2020,30/04/2021,Enrolment Date,
1444,Alpha Pension Scheme,27/04/2020,31/12/2021,Enrolment Date,
1445,Alpha Pension Scheme,27/04/2020,31/10/2020,Enrolment Date,
1446,Alpha Pension Scheme,27/04/2020,30/09/2020,Enrolment Date,
1447,Alpha Pension Scheme,27/04/2020,31/01/2021,Enrolment Date,
1448,Alpha Pension Scheme,27/04/2020,31/10/2020,Enrolment Date,
1449,Alpha Pension Scheme,22/04/2020,31/10/2022,Enrolment Date,
1450,Alpha Pension Scheme,27/04/2020,31/01/2021,Enrolment Date,
1451,Alpha Pension Scheme,27/04/2020,31/01/2021,Enrolment Date,
1452,Alpha Pension Scheme,27/04/2020,30/09/2021,Enrolment Date,
1453,Alpha Pension Scheme,27/04/2020,31/05/2021,Enrolment Date,
1454,Alpha Pension Scheme,27/04/2020,30/04/2022,Enrolment Date,
1455,Alpha Pension Scheme,01/06/2020,30/06/2021,Enrolment Date,
1456,Alpha Pension Scheme,18/05/2020,28/02/2021,Enrolment Date,
1457,Alpha Pension Scheme,01/06/2020,30/04/2022,Enrolment Date,
1458,Alpha Pension Scheme,27/04/2020,31/03/2021,Enrolment Date,
1459,Alpha Pension Scheme,11/05/2020,31/10/2021,Enrolment Date,
1460,Alpha Pension Scheme,15/06/2020,31/05/2022,Enrolment Date,
1461,Alpha Pension Scheme,01/06/2020,31/08/2021,Enrolment Date,
1462,Alpha Pension Scheme,02/06/2020,31/10/2020,Enrolment Date,
1463,Alpha Pension Scheme,08/06/2020,30/09/2022,Enrolment Date,
1464,Alpha Pension Scheme,01/06/2020,31/12/2020,Enrolment Date,
1465,Alpha Pension Scheme,18/05/2020,31/10/2022,Enrolment Date,
1466,Alpha Pension Scheme,01/06/2020,31/10/2020,Enrolment Date,
1467,Alpha Pension Scheme,01/06/2020,31/08/2021,Enrolment Date,
1468,Alpha Pension Scheme,06/07/2020,30/04/2021,Enrolment Date,
1469,Alpha Pension Scheme,13/07/2020,31/10/2020,Enrolment Date,
1470,Alpha Pension Scheme,13/07/2020,31/01/2022,Enrolment Date,
1471,Alpha Pension Scheme,13/07/2020,31/08/2021,Enrolment Date,
1472,Alpha Pension Scheme,20/07/2020,31/05/2021,Enrolment Date,
1473,Alpha Pension Scheme,27/07/2020,30/11/2021,Enrolment Date,
1474,Alpha Pension Scheme,20/07/2020,31/10/2022,Enrolment Date,
1475,Alpha Pension Scheme,17/08/2020,31/10/2022,Enrolment Date,
1476,Alpha Pension Scheme,17/08/2020,31/08/2021,Enrolment Date,
1477,Alpha Pension Scheme,19/05/2022,31/10/2022,Enrolment Date,
1478,Alpha Pension Scheme,07/09/2020,31/10/2022,Enrolment Date,
1479,Alpha Pension Scheme,07/09/2020,30/06/2021,Enrolment Date,
1480,Alpha Pension Scheme,01/09/2020,31/08/2021,Enrolment Date,
1481,Alpha Pension Scheme,01/09/2020,31/08/2021,Enrolment Date,
1482,Alpha Pension Scheme,07/09/2020,28/02/2022,Enrolment Date,
1483,Alpha Pension Scheme,07/09/2020,31/10/2022,Enrolment Date,
1484,Alpha Pension Scheme,28/09/2020,28/02/2021,Enrolment Date,
1485,Alpha Pension Scheme,12/10/2020,30/11/2021,Enrolment Date,
1486,Alpha Pension Scheme,12/10/2020,31/08/2022,Enrolment Date,
1487,Alpha Pension Scheme,06/10/2020,30/06/2022,Enrolment Date,
1488,Alpha Pension Scheme,12/10/2020,30/06/2021,Enrolment Date,
1489,Alpha Pension Scheme,05/10/2020,31/10/2022,Enrolment Date,
1490,Alpha Pension Scheme,01/10/2020,31/05/2022,Enrolment Date,
1491,Alpha Pension Scheme,05/10/2020,31/07/2021,Enrolment Date,
1492,Alpha Pension Scheme,12/10/2020,31/10/2021,Enrolment Date,
1493,Alpha Pension Scheme,01/10/2020,30/09/2021,Enrolment Date,
1494,Alpha Pension Scheme,05/10/2020,31/07/2022,Enrolment Date,
1495,Alpha Pension Scheme,25/11/2020,30/11/2021,Enrolment Date,
1496,Alpha Pension Scheme,14/10/2020,31/01/2022,Enrolment Date,
1497,Alpha Pension Scheme,02/11/2020,30/06/2021,Enrolment Date,
1498,Alpha Pension Scheme,02/11/2020,31/10/2022,Enrolment Date,
1499,Alpha Pension Scheme,02/11/2020,31/03/2022,Enrolment Date,
1500,Alpha Pension Scheme,02/11/2020,31/07/2021,Enrolment Date,
1501,Alpha Pension Scheme,01/12/2020,30/06/2021,Enrolment Date,
1502,Alpha Pension Scheme,02/11/2020,31/05/2021,Enrolment Date,
1503,Alpha Pension Scheme,07/12/2020,31/10/2022,Enrolment Date,
1504,Alpha Pension Scheme,16/11/2020,28/02/2022,Enrolment Date,
1505,Alpha Pension Scheme,11/01/2021,31/12/2021,Enrolment Date,
1506,Alpha Pension Scheme,04/01/2021,31/07/2021,Enrolment Date,
1507,Alpha Pension Scheme,30/11/2020,31/03/2022,Enrolment Date,
1508,Alpha Pension Scheme,30/11/2020,31/12/2021,Enrolment Date,
1509,Alpha Pension Scheme,30/11/2020,28/02/2022,Enrolment Date,
1510,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1511,Alpha Pension Scheme,25/01/2021,31/07/2022,Enrolment Date,
1512,Alpha Pension Scheme,25/01/2021,31/05/2022,Enrolment Date,
1513,Alpha Pension Scheme,01/12/2020,30/06/2022,Enrolment Date,
1514,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1515,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1516,Alpha Pension Scheme,25/01/2021,31/05/2022,Enrolment Date,
1517,Alpha Pension Scheme,25/01/2021,31/08/2022,Enrolment Date,
1518,Alpha Pension Scheme,01/01/2021,31/10/2022,Enrolment Date,
1519,Alpha Pension Scheme,01/12/2020,31/10/2022,Enrolment Date,
1520,Alpha Pension Scheme,30/11/2020,31/10/2022,Enrolment Date,
1521,Alpha Pension Scheme,11/01/2021,30/09/2022,Enrolment Date,
1522,Alpha Pension Scheme,04/01/2021,31/10/2022,Enrolment Date,
1523,Alpha Pension Scheme,04/01/2021,30/09/2022,Enrolment Date,
1524,Alpha Pension Scheme,11/01/2021,31/07/2021,Enrolment Date,
1525,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1526,Alpha Pension Scheme,01/02/2021,31/03/2021,Enrolment Date,
1527,Alpha Pension Scheme,11/01/2021,31/01/2022,Enrolment Date,
1528,Alpha Pension Scheme,11/01/2021,31/03/2022,Enrolment Date,
1529,Alpha Pension Scheme,11/01/2021,30/04/2022,Enrolment Date,
1530,Alpha Pension Scheme,11/01/2021,31/01/2022,Enrolment Date,
1531,Alpha Pension Scheme,01/01/2021,30/09/2022,Enrolment Date,
1532,Alpha Pension Scheme,01/02/2021,30/09/2021,Enrolment Date,
1533,Alpha Pension Scheme,18/01/2021,31/03/2022,Enrolment Date,
1534,Alpha Pension Scheme,18/01/2021,31/01/2022,Enrolment Date,
1535,Alpha Pension Scheme,18/01/2021,31/10/2022,Enrolment Date,
1536,Alpha Pension Scheme,01/02/2021,31/01/2022,Enrolment Date,
1537,Alpha Pension Scheme,18/01/2021,31/10/2022,Enrolment Date,
1538,Alpha Pension Scheme,25/01/2021,30/09/2022,Enrolment Date,
1539,Alpha Pension Scheme,25/01/2021,30/04/2022,Enrolment Date,
1540,Alpha Pension Scheme,25/01/2021,31/01/2021,Enrolment Date,
1541,Alpha Pension Scheme,25/01/2021,31/08/2021,Enrolment Date,
1542,Alpha Pension Scheme,25/01/2021,31/08/2022,Enrolment Date,
1543,L&G Defined Contribution Pension,25/01/2021,16/01/2022,Enrolment Date,
1544,Alpha Pension Scheme,25/01/2021,28/02/2022,Enrolment Date,
1545,Alpha Pension Scheme,25/01/2021,30/11/2021,Enrolment Date,
1546,Alpha Pension Scheme,25/01/2021,31/10/2021,Enrolment Date,
1547,Alpha Pension Scheme,25/01/2021,31/05/2021,Enrolment Date,
1548,Alpha Pension Scheme,25/01/2021,30/09/2021,Enrolment Date,
1549,Alpha Pension Scheme,25/01/2021,30/09/2021,Enrolment Date,
1550,Alpha Pension Scheme,25/01/2021,31/08/2021,Enrolment Date,
1551,Alpha Pension Scheme,25/01/2021,31/10/2021,Enrolment Date,
1552,Alpha Pension Scheme,25/01/2021,30/06/2021,Enrolment Date,
1553,Alpha Pension Scheme,25/01/2021,30/04/2022,Enrolment Date,
1554,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1555,Alpha Pension Scheme,25/01/2021,31/03/2022,Enrolment Date,
1556,Alpha Pension Scheme,25/01/2021,31/01/2022,Enrolment Date,
1557,Alpha Pension Scheme,25/01/2021,31/08/2021,Enrolment Date,
1558,Alpha Pension Scheme,25/01/2021,31/08/2021,Enrolment Date,
1559,Alpha Pension Scheme,25/01/2021,30/06/2021,Enrolment Date,
1560,Additional Pension (Alpha) 2015,01/04/2022,30/06/2022,Enrolment Date,
1561,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1562,Alpha Pension Scheme,25/01/2021,28/02/2021,Enrolment Date,
1563,Alpha Pension Scheme,25/01/2021,31/07/2021,Enrolment Date,
1564,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1565,Alpha Pension Scheme,25/01/2021,30/04/2022,Enrolment Date,
1566,Alpha Pension Scheme,25/01/2021,30/09/2022,Enrolment Date,
1567,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1568,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1569,Alpha Pension Scheme,01/02/2021,31/10/2022,Enrolment Date,
1570,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1571,Alpha Pension Scheme,25/01/2021,31/01/2021,Enrolment Date,
1572,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1573,Alpha Pension Scheme,25/01/2021,28/02/2022,Enrolment Date,
1574,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1575,Alpha Pension Scheme,01/02/2021,31/10/2021,Enrolment Date,
1576,Alpha Pension Scheme,01/02/2021,31/05/2021,Enrolment Date,
1577,Alpha Pension Scheme,25/01/2021,31/05/2022,Enrolment Date,
1578,Additional Pension (Alpha) 2015,01/04/2022,31/10/2022,Enrolment Date,
1579,Alpha Pension Scheme,26/01/2021,31/10/2022,Enrolment Date,
1580,Alpha Pension Scheme,22/02/2021,31/10/2022,Enrolment Date,
1581,Alpha Pension Scheme,01/02/2021,31/01/2022,Enrolment Date,
1582,Alpha Pension Scheme,01/02/2021,28/02/2022,Enrolment Date,
1583,Alpha Pension Scheme,25/01/2021,31/10/2022,Enrolment Date,
1584,Alpha Pension Scheme,15/02/2021,31/07/2021,Enrolment Date,
1585,Alpha Pension Scheme,01/03/2021,31/07/2021,Enrolment Date,
1586,Alpha Pension Scheme,22/02/2021,31/10/2022,Enrolment Date,
1587,Alpha Pension Scheme,15/02/2021,31/12/2021,Enrolment Date,
1588,Alpha Pension Scheme,06/04/2021,31/07/2022,Enrolment Date,
1589,Alpha Pension Scheme,01/03/2021,30/06/2021,Enrolment Date,
1590,Alpha Pension Scheme,16/02/2021,31/03/2022,Enrolment Date,
1591,Alpha Pension Scheme,01/03/2021,31/08/2022,Enrolment Date,
1592,Alpha Pension Scheme,01/03/2021,30/04/2021,Enrolment Date,
1593,Alpha Pension Scheme,01/03/2021,31/03/2022,Enrolment Date,
1594,Alpha Pension Scheme,01/03/2021,30/09/2021,Enrolment Date,
1595,Alpha Pension Scheme,01/03/2021,31/07/2022,Enrolment Date,
1596,Alpha Pension Scheme,01/03/2021,31/07/2022,Enrolment Date,
1597,Alpha Pension Scheme,01/03/2021,31/08/2022,Enrolment Date,
1598,Alpha Pension Scheme,01/03/2021,30/09/2022,Enrolment Date,
1599,Alpha Pension Scheme,01/03/2021,31/10/2022,Enrolment Date,
1600,Alpha Pension Scheme,01/03/2021,31/01/2022,Enrolment Date,
1601,Alpha Pension Scheme,01/03/2021,31/07/2022,Enrolment Date,
1602,Alpha Pension Scheme,01/03/2021,31/07/2022,Enrolment Date,
1603,Alpha Pension Scheme,01/03/2021,28/02/2022,Enrolment Date,
1604,Alpha Pension Scheme,12/04/2021,31/10/2022,Enrolment Date,
1605,Alpha Pension Scheme,29/03/2021,31/10/2022,Enrolment Date,
1606,Alpha Pension Scheme,12/04/2021,31/05/2022,Enrolment Date,
1607,Alpha Pension Scheme,01/04/2021,28/02/2022,Enrolment Date,
1608,Alpha Pension Scheme,12/04/2021,31/12/2021,Enrolment Date,
1609,Alpha Pension Scheme,12/04/2021,30/09/2022,Enrolment Date,
1610,Alpha Pension Scheme,07/04/2021,30/04/2022,Enrolment Date,
1611,Alpha Pension Scheme,06/04/2021,31/05/2022,Enrolment Date,
1612,Alpha Pension Scheme,19/05/2022,31/08/2022,Enrolment Date,
1613,Alpha Pension Scheme,12/04/2021,28/02/2022,Enrolment Date,
1614,Alpha Pension Scheme,19/04/2021,30/09/2022,Enrolment Date,
1615,Alpha Pension Scheme,19/04/2021,30/04/2021,Enrolment Date,
1616,Alpha Pension Scheme,17/05/2021,31/10/2021,Enrolment Date,
1617,Alpha Pension Scheme,19/04/2021,31/10/2022,Enrolment Date,
1618,Alpha Pension Scheme,04/05/2021,31/10/2022,Enrolment Date,
1619,Alpha Pension Scheme,04/05/2021,31/10/2022,Enrolment Date,
1620,Alpha Pension Scheme,04/05/2021,31/10/2022,Enrolment Date,
1621,Alpha Pension Scheme,19/04/2021,31/05/2022,Enrolment Date,
1622,Alpha Pension Scheme,11/05/2021,31/07/2022,Enrolment Date,
1623,Alpha Pension Scheme,17/05/2021,30/09/2022,Enrolment Date,
1624,Alpha Pension Scheme,05/07/2021,30/06/2022,Enrolment Date,
1625,Alpha Pension Scheme,10/05/2021,31/10/2022,Enrolment Date,
1626,Alpha Pension Scheme,12/07/2021,31/10/2022,Enrolment Date,
1627,Alpha Pension Scheme,01/06/2021,31/07/2022,Enrolment Date,
1628,Alpha Pension Scheme,23/08/2021,31/08/2022,Enrolment Date,
1629,Alpha Pension Scheme,23/08/2021,31/08/2022,Enrolment Date,
1630,Alpha Pension Scheme,01/06/2021,31/01/2022,Enrolment Date,
1631,Alpha Pension Scheme,01/06/2021,31/07/2022,Enrolment Date,
1633,Alpha Pension Scheme,01/06/2021,31/07/2022,Enrolment Date,
1634,Alpha Pension Scheme,01/06/2021,31/10/2022,Enrolment Date,
1635,Alpha Pension Scheme,05/07/2021,30/06/2022,Enrolment Date,
1636,Alpha Pension Scheme,02/06/2021,31/10/2021,Enrolment Date,
1637,Alpha Pension Scheme,23/08/2021,31/10/2022,Enrolment Date,
1638,Alpha Pension Scheme,01/06/2021,04/06/2021,Enrolment Date,
1639,Alpha Pension Scheme,01/06/2021,31/10/2021,Enrolment Date,
1640,Alpha Pension Scheme,06/09/2021,31/10/2022,Enrolment Date,
1641,Alpha Pension Scheme,07/06/2021,31/10/2022,Enrolment Date,
1642,Alpha Pension Scheme,05/07/2021,30/09/2021,Enrolment Date,
1643,Alpha Pension Scheme,14/06/2021,31/08/2022,Enrolment Date,
1644,Alpha Pension Scheme,19/07/2021,31/08/2022,Enrolment Date,
1645,Alpha Pension Scheme,05/07/2021,30/09/2022,Enrolment Date,
1646,Alpha Pension Scheme,05/07/2021,31/07/2022,Enrolment Date,
1647,Alpha Pension Scheme,05/07/2021,31/05/2022,Enrolment Date,
1648,Alpha Pension Scheme,05/07/2021,31/10/2022,Enrolment Date,
1649,Alpha Pension Scheme,05/07/2021,31/05/2022,Enrolment Date,
1650,Alpha Pension Scheme,05/07/2021,31/10/2022,Enrolment Date,
1652,Alpha Pension Scheme,05/07/2021,31/10/2022,Enrolment Date,
1653,Alpha Pension Scheme,21/06/2021,31/08/2022,Enrolment Date,
1654,Alpha Pension Scheme,18/08/2021,31/10/2021,Enrolment Date,
1655,Alpha Pension Scheme,09/08/2021,31/10/2022,Enrolment Date,
1656,Alpha Pension Scheme,21/06/2021,31/01/2022,Enrolment Date,
1657,Alpha Pension Scheme,21/06/2021,30/04/2022,Enrolment Date,
1658,Alpha Pension Scheme,05/07/2021,31/12/2021,Enrolment Date,
1659,Alpha Pension Scheme,05/07/2021,31/10/2022,Enrolment Date,
1660,Alpha Pension Scheme,05/07/2021,31/01/2022,Enrolment Date,
1661,Alpha Pension Scheme,05/07/2021,31/08/2022,Enrolment Date,
1662,Alpha Pension Scheme,05/07/2021,31/03/2022,Enrolment Date,
1663,Alpha Pension Scheme,05/07/2021,31/01/2022,Enrolment Date,
1664,Alpha Pension Scheme,01/09/2021,31/12/2021,Enrolment Date,
1665,Alpha Pension Scheme,01/07/2021,31/10/2021,Enrolment Date,
